SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,DINNING_DESC,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,LAUNDARY_FEATURES,FLOORING_FEATURES,BATH_DESCRIPTION,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_PRICE,PRICE_HISTORY15_EVENT_TYPE,PRICE_HISTORY16_EVENT_TYPE,PRICE_HISTORY17_EVENT_DATE,PRICE_HISTORY17_PRICE
MLS Listing,,Single Family Residential,1449 4th St,Livermore,CA,94550,995000,3.0,2.0,OLD TOWN LIVERMO,1878.0,5500.0,1955.0,7.0,530.0,,Active,,,https://www.redfin.com/CA/Livermore/1449-4th-St-94550/home/874311,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040094,N,Y,37.6764185,-121.7771237,,1.0,,"Ceiling Fan(s), Central Air",Forced Air,,,,,7.0,2.5,530.0,1016991.0,7035.0,78.0,Very bikeable,89.0,Very walkable,,,Minor,Minor,Major,Minimal,"Places5 groceries, 24 restaurants, 3 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 24, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040094",995000.0,,,,,,,https://www.redfin.com/CA/Livermore/1449-4th-St-94550/home/874311,,"Tile, Vinyl, Carpet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2248 5th St,Livermore,CA,94550,1100000,4.0,2.5,OLD SOUTH SIDE,1296.0,5000.0,1914.0,8.0,849.0,,Active,,,https://www.redfin.com/CA/Livermore/2248-5th-St-94550/home/1783358,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040044,N,Y,37.6791088,-121.7670311,,2.0,,"Ceiling Fan(s), Central Air",Forced Air,,,,5.0,7.0,2.5,849.0,1122728.0,7778.0,80.0,Very bikeable,97.0,Walker's paradise,,,Minimal,Minimal,Major,Minimal,"Places3 groceries, 28 restaurants, 1 parkTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 23, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040044",1100000.0,"Jun 3, 2004","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40017850",,"May 28, 2004","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40017850",444900.0,https://www.redfin.com/CA/Livermore/2248-5th-St-94550/home/1783358,,"Carpet, Engineered Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,275 Wall St,Livermore,CA,94550,1398000,4.0,2.5,GRANADA,2040.0,6000.0,1964.0,10.0,685.0,,Active,,,https://www.redfin.com/CA/Livermore/275-Wall-St-94550/home/905639,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039584,N,Y,37.6760175,-121.7903498,,2.0,,Central Air,Forced Air,,,,7.0,7.0,2.5,685.0,1408899.0,9885.0,72.0,Very bikeable,53.0,Somewhat walkable,,,Minimal,Minimal,Major,Minimal,"Places7 groceries, 26 restaurants, 7 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, 601, 611, ACE, ACETrain, Route 6","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039584",1398000.0,"Jun 6, 2012","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40573633",,"May 29, 2012","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40573633",495000.0,https://www.redfin.com/CA/Livermore/275-Wall-St-94550/home/905639,,"Carpet, Engineered Wood",,,,,"May 11, 2012","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40573633",510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1928 De Vaca Way,Livermore,CA,94550,850000,3.0,2.0,IVANHOE VILLAS,1496.0,3725.0,1970.0,11.0,568.0,,Active,October-1-2023 01:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Livermore/1928-De-Vaca-Way-94550/home/1750106,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039721,N,Y,37.6705263,-121.7689624,,2.0,,Central Air,"Forced Air, Natural Gas","All Public Utilities, Individual Gas Meter",,8.0,7.0,7.0,2.5,568.0,883179.0,6010.0,68.0,Bikeable,48.0,Car-dependent,,,Moderate,Moderate,Major,Minimal,"Places3 groceries, 16 restaurants, 5 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 20, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039721",850000.0,,,,,,,https://www.redfin.com/CA/Livermore/1928-De-Vaca-Way-94550/home/1750106,,"Laminate, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,700 Tranquility Cir #2,Livermore,CA,94551,1015000,3.0,3.0,SAGE,2169.0,,2017.0,11.0,468.0,415.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Livermore/700-Tranquility-Cir-94551/unit-2/home/143115642,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038875,N,Y,37.7024885,-121.794444,,2.0,,Zoned,Zoned,,,7.0,,7.0,2.5,468.0,1017758.0,7592.0,49.0,Somewhat bikeable,2.0,Car-dependent,,,Minimal,Extreme,Moderate,Minimal,"Places6 groceries, 25 restaurants, 7 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 20, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038875",1015000.0,,,,,,,https://www.redfin.com/CA/Livermore/700-Tranquility-Cir-94551/unit-2/home/143115642,,"Hardwood, Carpet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1087 Murrieta Blvd #234,Livermore,CA,94550,469000,2.0,2.0,,955.0,184754.0,1974.0,14.0,491.0,540.0,Active,,,https://www.redfin.com/CA/Livermore/1087-Murrieta-Blvd-94550/unit-234/home/2042066,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039444,N,Y,37.6755971,-121.7807925,,,,,Baseboard,,,,7.0,7.0,2.5,491.0,470079.0,3856.0,79.0,Very bikeable,82.0,Very walkable,,,Minor,Minor,Major,Minimal,"Places7 groceries, 28 restaurants, 2 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, 601, 611, ACE, ACETrain, Route 6","Sep 17, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039444",469000.0,"Feb 23, 2016","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40724893",,"Feb 19, 2016","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40724893",,https://www.redfin.com/CA/Livermore/1087-Murrieta-Blvd-94550/unit-234/home/2042066,,"Laminate, Linoleum, Carpet",,,,,"Jan 22, 2016","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40724893",,"Dec 28, 2015","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #40724893",300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2872 Kalapaki Cmn,Livermore,CA,94550,1095990,4.0,3.5,BRIGHTON,1830.0,1404.0,2023.0,16.0,599.0,209.0,Active,October-1-2023 12:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Livermore/2872-Kalapaki-CMN-Unknown/home/187530136,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039346,N,Y,37.685808,-121.762868,,2.0,,Zoned,"Zoned, Natural Gas","Water/Sewer Meter Available, Water/Sewer Meter on Site, Irrigation Connected, Cable Available, Internet Available, Natural Gas Connected, Individual Electric Meter, Individual Gas Meter",,7.0,5.0,7.0,2.5,599.0,1100389.0,7958.0,77.0,Very bikeable,87.0,Very walkable,,,Minimal,Major,Major,Minimal,"Places1 grocery, 33 restaurants, 0 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 28, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039346",1095990.0,"Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039346",1135990.0,,,,https://www.redfin.com/CA/Livermore/2872-Kalapaki-CMN-Unknown/home/187530136,,"Concrete, Laminate, Tile, Carpet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,21810 Mines Rd,Livermore,CA,94550,550000,,,Livermore,506300.0,506300.0,,17.0,1.0,,Active,,,https://www.redfin.com/CA/Livermore/21810-Mines-Rd-94550/home/11913238,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039241,N,Y,37.520426,-121.5457271,,,,,,Water/Sewer See Remarks,,7.0,5.0,7.0,2.5,1.0,530008.0,3889.0,,,0.0,Car-dependent,,,,,,,"Places1 grocery, 17 restaurants, 13 parksTransit100, 20X, 30R, 90, ACE, ACETrain","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039241",550000.0,"Jan 15, 2016","ContingentbridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",,"Dec 18, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",375888.0,https://www.redfin.com/CA/Livermore/21810-Mines-Rd-94550/home/11913238,,,,,,,"Oct 9, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",376888.0,"Sep 22, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",379888.0,"Aug 30, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",386888.0,"Aug 22, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",388888.0,"Aug 14, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",389888.0,"Jul 16, 2015","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",389999.0,"May 28, 2015","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40700872",399999.0,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1593 Sunset Dr,Livermore,CA,94551,999950,3.0,2.0,LIVERMORE DOWNS,1064.0,5035.0,1954.0,17.0,940.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Livermore/1593-Sunset-Dr-94551/home/884443,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039138,N,Y,37.6911723,-121.7806593,,1.0,,,,,,4.0,,7.0,2.25,940.0,1014057.0,7070.0,86.0,Very bikeable,68.0,Somewhat walkable,,,Minimal,Severe,Major,Minimal,"Places6 groceries, 29 restaurants, 6 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039138",999950.0,"Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039138",1038850.0,,,,https://www.redfin.com/CA/Livermore/1593-Sunset-Dr-94551/home/884443,,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1042 Lomitas Ave,Livermore,CA,94550,1579900,5.0,2.5,WHISPERING PINES,2172.0,8800.0,1971.0,17.0,727.0,,Active,October-1-2023 01:00 PM,October-1-2023 03:30 PM,https://www.redfin.com/CA/Livermore/1042-Lomitas-Ave-94550/home/541743,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038082,N,Y,37.657466,-121.7825304,,3.0,,"Ceiling Fan(s), Central Air","Forced Air, Natural Gas, Fireplace(s)","Individual Electric Meter, Individual Gas Meter",,8.0,7.0,7.0,2.5,727.0,1613803.0,11171.0,61.0,Bikeable,52.0,Somewhat walkable,,,Minimal,Major,Moderate,Minimal,"Places4 groceries, 24 restaurants, 14 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, 601, 611, ACE, ACETrain, Route 6","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038082",1579900.0,"Feb 23, 2022","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40982354",1600000.0,"Feb 23, 2022","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40982354",,https://www.redfin.com/CA/Livermore/1042-Lomitas-Ave-94550/home/541743,,"Tile, Carpet, Engineered Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,526 Caliente Ave,Livermore,CA,94550,1175000,3.0,2.0,699 - Not Defined,1484.0,6000.0,1964.0,17.0,792.0,,Active,,,https://www.redfin.com/CA/Livermore/526-Caliente-Ave-94550/home/1847367,CRMLS,OC23168293,N,Y,37.670388,-121.7926604,,2.0,,,,,1.0,,7.0,7.0,2.5,792.0,1194238.0,8308.0,67.0,Bikeable,23.0,Car-dependent,,,Moderate,Minor,Major,Minimal,"Places6 groceries, 25 restaurants, 9 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, 601, 611, ACE, ACETrain, Route 6","Sep 29, 2023",Price ChangedCRMLS #OC23168293,1175000.0,"Sep 14, 2023",Listed (Active)CRMLS #OC23168293,1199000.0,"Jan 17, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40807188",,https://www.redfin.com/CA/Livermore/526-Caliente-Ave-94550/home/1847367,,,,,,,"Jan 11, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40807188",719950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,214 Windward Cmn #1,Livermore,CA,94551,725000,2.0,2.0,COPPERHILL,947.0,,1999.0,18.0,766.0,335.0,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Livermore/214-Windward-Cmn-94551/unit-1/home/1212223,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039067,N,Y,37.7094858,-121.8064809,,1.0,,Central Air,"Forced Air, Fireplace(s)",,,7.0,,7.0,2.5,766.0,723434.0,5461.0,43.0,Somewhat bikeable,12.0,Car-dependent,,,Minimal,Extreme,Major,Minimal,"Places5 groceries, 21 restaurants, 7 parksTransit10R, 11, 14, 15, 2, 20X, 30R, 501, 502, 504, 580X, 604, 605, 608, 610, ACE, ACETrain, Route 6","Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039067",725000.0,"Jul 30, 2014","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40662486",,"Jul 26, 2014","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40662486",388000.0,https://www.redfin.com/CA/Livermore/214-Windward-Cmn-94551/unit-1/home/1212223,,Laminate,,,,,"Jun 19, 2014","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40662486",399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,3949 Portola Cmn #3,Livermore,CA,94551,799000,2.0,2.5,Not Listed,1594.0,,2015.0,18.0,501.0,216.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Livermore/3949-Portola-Cmn-94551/unit-3/home/112886078,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039004,N,Y,37.690493,-121.754509,,2.0,,Central Air,Forced Air,,,,5.0,7.0,2.5,501.0,800048.0,5865.0,63.0,Bikeable,50.0,Somewhat walkable,,,Minimal,Severe,Major,Minimal,"Places2 groceries, 25 restaurants, 2 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 26, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039004",799000.0,"Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039004",849000.0,"Jul 22, 2019","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40867384",,https://www.redfin.com/CA/Livermore/3949-Portola-Cmn-94551/unit-3/home/112886078,,"Tile, Carpet",,,,,"Jul 19, 2019","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40867384",599900.0,"Jul 13, 2019","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40867384",610000.0,"Jun 19, 2019","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40867384",620000.0,"May 27, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40867384",624900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,220 Yosemite Dr,Livermore,CA,94551,1275000,4.0,2.0,,1561.0,7500.0,1972.0,18.0,817.0,,Active,,,https://www.redfin.com/CA/Livermore/220-Yosemite-Dr-94551/home/1383926,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038702,N,Y,37.6811818,-121.8019644,,2.0,,Central Air,Central,,,7.0,7.0,7.0,2.5,817.0,1292918.0,9015.0,61.0,Bikeable,31.0,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places6 groceries, 23 restaurants, 8 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, 601, 606, 611, ACE, ACETrain, Route 6","Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038702",1275000.0,"Jun 8, 2018",ListedCCAR #1801401,830000.0,,,,https://www.redfin.com/CA/Livermore/220-Yosemite-Dr-94551/home/1383926,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1605 Juniper St,Livermore,CA,94551,974990,3.0,2.0,Not Listed,1620.0,6214.0,1955.0,18.0,602.0,,Active,,,https://www.redfin.com/CA/Livermore/1605-Juniper-St-94551/home/1347362,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038955,N,Y,37.6903444,-121.7809264,,2.0,,Central Air,Forced Air,,,4.0,,7.0,2.5,602.0,1039327.0,6894.0,86.0,Very bikeable,68.0,Somewhat walkable,,,Moderate,Severe,Major,Minimal,"Places6 groceries, 30 restaurants, 5 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038955",974990.0,,,,,,,https://www.redfin.com/CA/Livermore/1605-Juniper-St-94551/home/1347362,,"Hardwood Flrs Throughout, Laminate, Tile, Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,971 Mocho St,Livermore,CA,94550,1099000,4.0,3.0,LIVERMORE,2230.0,6922.0,1964.0,19.0,493.0,,Active,,,https://www.redfin.com/CA/Livermore/971-Mocho-St-94550/home/900837,MLSListings,ML81933593,N,Y,37.672693,-121.7841474,"Attached Garage, Gate/Door Opener, On Street",1.0,Dining Area,Central Forced Air,"Central Forced Air (Gas), Wall Furnace",Public Utilities,1.0,,7.0,7.0,2.5,493.0,1101101.0,7771.0,69.0,Bikeable,51.0,Somewhat walkable,,,Moderate,Minor,Major,Minimal,"Places7 groceries, 27 restaurants, 3 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, 601, 611, ACE, ACETrain, Route 6","Sep 25, 2023",Relisted (Active)MLSListings #ML81933593,,"Jul 13, 2023",Pending (Pending (Do Not Show))MLSListings #ML81933593,,"Jun 30, 2023",Listed (Active)MLSListings #ML81933593,1099000.0,https://www.redfin.com/CA/Livermore/971-Mocho-St-94550/home/900837,"Dryer, In Garage, Washer","Carpet, Hardwood, Laminate, Tile","Primary (Stall Shower(s)), Shower Over Tub, Stall Shower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2023 Linden St,Livermore,CA,94551,775000,3.0,1.0,NORTHSIDE,1058.0,5000.0,1954.0,22.0,733.0,,Active,,,https://www.redfin.com/CA/Livermore/2023-Linden-St-94551/home/124056520,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038648,N,Y,37.6875248,-121.7739782,,,,Central Air,Forced Air,,,,,7.0,2.5,733.0,781291.0,5480.0,83.0,Very bikeable,79.0,Very walkable,,,Moderate,Severe,Major,Minimal,"Places5 groceries, 35 restaurants, 0 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 9, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038648",775000.0,"Jun 5, 2006","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40173939",620000.0,"Jun 5, 2006","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40173939",,https://www.redfin.com/CA/Livermore/2023-Linden-St-94551/home/124056520,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,671 Poplar Ct,Livermore,CA,94551,1849000,4.0,3.0,AMBER RIDGE,2861.0,11180.0,1993.0,23.0,646.0,,Active,October-1-2023 01:00 PM,October-1-2023 03:30 PM,https://www.redfin.com/CA/Livermore/671-Poplar-Ct-94551/home/1989215,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038490,N,Y,37.6947028,-121.7532284,,3.0,,Zoned,"Zoned, Natural Gas","All Public Utilities, Individual Gas Meter",,,5.0,7.0,2.5,646.0,1858888.0,13074.0,57.0,Bikeable,44.0,Car-dependent,,,Minimal,Severe,Major,Minimal,"Places3 groceries, 24 restaurants, 2 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038490",1849000.0,"Jun 1, 2022","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40994695",,"May 25, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40994695",1698000.0,https://www.redfin.com/CA/Livermore/671-Poplar-Ct-94551/home/1989215,,"Hardwood, Engineered Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1137 Caroline Ct,Livermore,CA,94551,1300000,3.0,2.0,SUMMERSET,1559.0,6091.0,1966.0,24.0,834.0,,Active,,,https://www.redfin.com/CA/Livermore/1137-Caroline-Ct-94551/home/884831,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038293,N,Y,37.6900466,-121.7961354,,2.0,,"Ceiling Fan(s), Central Air",Forced Air,,,7.0,,7.0,2.5,834.0,1303517.0,9192.0,73.0,Very bikeable,46.0,Car-dependent,,,Moderate,Severe,Major,Minimal,"Places5 groceries, 23 restaurants, 8 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, 601, 611, ACE, ACETrain, Route 6","Sep 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038293",1300000.0,"Jan 13, 2022","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40977365",,"Jan 7, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40977365",1059000.0,https://www.redfin.com/CA/Livermore/1137-Caroline-Ct-94551/home/884831,,"Hardwood, Tile, Carpet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,4114 Sugar Pine Way,Livermore,CA,94551,950000,3.0,2.0,SPRINGTOWN,1305.0,6282.0,1986.0,25.0,728.0,78.0,Active,,,https://www.redfin.com/CA/Livermore/4114-Sugar-Pine-Way-94551/home/1503460,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038154,N,Y,37.7115919,-121.7510037,,2.0,,Central Air,Forced Air,"Natural Gas Connected, Individual Gas Meter",,7.0,6.0,7.0,2.5,728.0,969931.0,6795.0,50.0,Bikeable,19.0,Car-dependent,,,Moderate,Extreme,Major,Minimal,"Places3 groceries, 24 restaurants, 4 parksTransit10R, 11, 14, 15, 20X, 30R, 580X, ACE, ACETrain, Route 6","Sep 6, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038154",950000.0,,,,,,,https://www.redfin.com/CA/Livermore/4114-Sugar-Pine-Way-94551/home/1503460,,"Laminate, Tile, Carpet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
